sID,ev_netsize,flood_netsize,tot_ev_units,tot_fl_units,dedicated.staffing,centralized.staffing,grantwriter_dummy,funding_external,funding_internal,med_hh_income_2019,total_pop2019.x,genrev2017.pc.dollars,pct_dem_2016
72716718,1,1,3,1,0,0,0,0,1,109387,42807,1865.6060924615133,49.70557
72716719,1,0,2,1,0,0,0,1,0,47119,61394,1508.958530149526,52.11649
72716722,1,2,1,5,0,0,0,0,0,66311,59805,391.5558899757545,9.377818
72716728,0,3,1,1,0,0,1,0,0,75329,48263,1216.4183743240162,28.99729
72716730,2,1,9,2,1,1,1,0,1,62973,61248,1240.971133751306,38.02327
72716733,0,0,0,1,0,0,0,0,0,32403,34000,1668.235294117647,49.4422
72716751,2,0,4,6,0,0,1,0,1,53148,62888,1387.4189034473984,27.78494
72716753,2,1,7,5,1,1,0,0,1,60675,20907,1018.8931936671928,31.81687
72716759,12,3,6,5,1,1,0,0,1,59912,183793,1591.6329784050536,26.40977
72716768,1,2,4,3,1,1,0,0,1,53707,26118,753.2736044107512,10.01879
72716770,4,5,4,3,0,0,1,1,1,48459,30908,2425.262068072991,35.86694
72716774,1,2,4,4,1,1,1,1,1,103232,91684,1592.5570437589981,47.33077
72716775,2,7,6,5,0,0,0,0,1,105958,79768,1181.8899809447398,31.81687
72716787,0,1,2,3,1,0,1,0,1,38443,36716,2000.326832988343,38.22501
72716796,0,3,1,12,1,1,1,1,1,68438,137566,1910.3993719378334,47.33077
72716802,10,0,8,9,1,1,0,0,1,71576,978908,1991.7224090517188,23.83898
72716803,0,0,1,3,1,0,1,1,1,66522,28451,3783.2062141928227,55.43111
72716810,8,7,10,4,1,1,0,1,1,73614,64051,NA,30.65372
72716811,0,2,0,1,0,0,0,0,0,44554,36321,1038.8480493378486,68.13255
72716814,2,5,3,3,1,1,1,1,1,39432,153606,4784.682889991276,64.11714
72716815,1,0,2,3,0,0,0,1,0,45080,36317,1357.518517498692,16.30518
72716818,0,0,0,1,0,0,0,0,0,60260,32118,1084.6254436764432,16.24473
72716820,1,0,2,2,0,0,0,0,1,81493,41085,5336.205427771693,54.65577
72716823,4,4,11,9,1,0,1,1,1,47511,112136,2051.4286223871013,47.46133
72716825,0,0,2,2,0,0,0,0,0,99188,51593,1036.0514023220205,38.44934
72716828,1,5,5,5,1,0,0,1,1,40211,26208,2090.1251526251526,29.91503
72716833,6,8,4,7,1,1,1,1,1,53525,214237,2160.280437086031,24.91591
72716838,14,8,3,6,1,1,0,0,1,49075,75130,1976.0015972314654,45.48798
72716839,2,3,1,4,1,0,1,0,1,48137,46212,2411.494849822557,18.96014
72716845,0,1,0,3,0,0,0,0,0,40662,39642,1550.1236062761716,33.0308
72716848,3,0,3,2,1,0,0,0,1,74044,36475,3889.431117203564,21.13265
72716862,6,3,7,1,1,0,0,0,1,65866,170243,1955.9629470815248,49.83949
72716865,3,0,1,1,1,1,1,0,1,109378,126813,1197.0697010558856,35.73583
72716876,1,5,4,1,1,1,1,1,1,82305,91394,1825.5027682342386,21.13265
72716878,2,3,2,3,1,0,0,0,1,46374,71721,1713.2081259324325,25.14193
72716882,1,0,1,1,1,1,0,0,1,96057,49356,770.7067023259584,40.09333
72716883,3,0,2,2,1,1,0,1,1,74464,48158,1362.0582250093444,14.37824
72716890,3,0,1,1,0,0,1,0,0,32839,27817,2999.1731674875077,21.74368
72716891,3,3,2,1,1,1,0,1,1,106088,25696,1410.7643212951432,40.09333
72716895,0,1,2,4,0,0,0,0,1,43094,29615,976.498396083066,45.33112
72716897,0,3,1,1,0,0,0,0,0,33699,23403,795.3253856343205,34.61669
72716900,0,0,2,4,0,0,1,1,1,98020,60896,1156.0036784025224,27.43816
72716913,0,3,2,2,0,0,0,0,1,40178,117979,1805.0839556192204,21.72592
72716928,3,3,7,4,1,0,1,1,1,48734,36843,1947.289851532177,23.63064
72716948,13,5,3,3,1,1,0,1,1,45750,247945,1307.128597067898,65.19328
72716950,3,0,3,1,1,0,1,1,1,66057,53447,1078.7696222425955,28.99729
72716954,0,0,2,2,0,0,1,1,1,57586,108649,1465.0848144023414,10.83059
72716956,0,3,9,8,0,0,0,1,1,37092,23671,2034.8105276498673,15.27123
